gender,age_group,age,marital_status,state,zone,occupation,product_category,amount
M,26-35,27,1,Himachal Pradesh,Northern,IT Sector,Books,7930
M,51-55,51,0,Delhi,Central,Healthcare,Electronics & Gadgets,7929
F,36-45,39,1,Gujarat,Western,Aviation,Electronics & Gadgets,7929
F,36-45,37,0,Uttar Pradesh,Central,Healthcare,Decor,7929
F,36-45,37,0,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,7929
M,46-50,50,0,Himachal Pradesh,Northern,Food Processing,Sports Products,7928
F,26-35,33,0,Karnataka,Southern,Banking,Electronics & Gadgets,7928
F,26-35,29,1,Rajasthan,Northern,Banking,Electronics & Gadgets,7927
F,26-35,32,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,7926
M,46-50,47,0,Maharashtra,Western,Aviation,Electronics & Gadgets,7926
M,18-25,22,1,Delhi,Central,IT Sector,Electronics & Gadgets,7924
F,26-35,30,0,Himachal Pradesh,Northern,Chemical,Electronics & Gadgets,7924
M,36-45,42,1,Karnataka,Southern,IT Sector,Sports Products,7924
F,26-35,26,0,Punjab,Northern,Media,Electronics & Gadgets,7924
F,26-35,30,0,Telangana,Southern,Chemical,Electronics & Gadgets,7924
M,55+,69,1,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,7923
F,26-35,27,1,Gujarat,Western,Construction,Electronics & Gadgets,7923
F,26-35,27,1,Gujarat,Western,Construction,Electronics & Gadgets,7923
F,36-45,40,1,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,7922
F,51-55,54,0,Himachal Pradesh,Northern,Media,Electronics & Gadgets,7921
M,46-50,50,1,Maharashtra,Western,Banking,Electronics & Gadgets,7921
F,55+,73,0,Maharashtra,Western,Banking,Food,7921
M,18-25,21,0,Andhra Pradesh,Southern,Retail,Food,7920
F,26-35,30,1,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,7920
M,26-35,31,0,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,7920
F,36-45,37,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,7918
M,36-45,43,1,Madhya Pradesh,Central,Food Processing,Electronics & Gadgets,7918
F,55+,89,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,7918
F,0-17,12,0,Andhra Pradesh,Southern,Media,Electronics & Gadgets,7917
F,26-35,31,0,Uttar Pradesh,Central,Food Processing,Electronics & Gadgets,7917
F,36-45,37,0,Bihar,Eastern,Healthcare,Electronics & Gadgets,7916
F,36-45,37,1,Himachal Pradesh,Northern,Food Processing,Electronics & Gadgets,7916
F,51-55,52,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,7915
F,26-35,26,0,Karnataka,Southern,Media,Sports Products,7915
F,26-35,33,1,Maharashtra,Western,Banking,Decor,7915
F,26-35,30,0,Rajasthan,Northern,Textile,Electronics & Gadgets,7915
M,26-35,28,0,Uttar Pradesh,Central,Aviation,Books,7915
M,46-50,49,0,Gujarat,Western,Aviation,Food,7914
F,26-35,30,1,Himachal Pradesh,Northern,Automobile,Electronics & Gadgets,7914
M,46-50,49,0,Kerala,Southern,Retail,Food,7914
M,26-35,34,0,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,7914
M,36-45,41,1,Rajasthan,Northern,Govt,Electronics & Gadgets,7914
F,26-35,26,0,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,7913
F,26-35,30,0,Haryana,Northern,IT Sector,Electronics & Gadgets,7912
F,46-50,49,0,Haryana,Northern,IT Sector,Electronics & Gadgets,7912
F,0-17,12,0,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,7912
M,18-25,19,1,Uttar Pradesh,Central,Food Processing,Decor,7912
M,46-50,49,1,Bihar,Eastern,Healthcare,Electronics & Gadgets,7911
M,18-25,20,1,Karnataka,Southern,Healthcare,Electronics & Gadgets,7911
F,51-55,54,1,Karnataka,Southern,Banking,Food,7911
M,26-35,27,1,Maharashtra,Western,IT Sector,Electronics & Gadgets,7911
M,26-35,34,1,Andhra Pradesh,Southern,Banking,Books,7909
M,18-25,20,0,Himachal Pradesh,Northern,Textile,Electronics & Gadgets,7909
M,18-25,20,0,Rajasthan,Northern,Textile,Electronics & Gadgets,7909
F,51-55,52,0,Uttar Pradesh,Central,Lawyer,Electronics & Gadgets,7909
M,36-45,26,1,Andhra Pradesh,Southern,Food Processing,Electronics & Gadgets,7907
F,26-35,35,0,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,7907
F,51-55,53,0,Bihar,Eastern,Healthcare,Electronics & Gadgets,7907
F,18-25,24,0,Haryana,Northern,Healthcare,Electronics & Gadgets,7907
F,36-45,36,1,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,7907
F,26-35,35,1,Telangana,Southern,Healthcare,Electronics & Gadgets,7907
F,36-45,36,1,Telangana,Southern,IT Sector,Electronics & Gadgets,7907
F,51-55,53,0,Telangana,Southern,Healthcare,Electronics & Gadgets,7907
M,18-25,21,0,Uttar Pradesh,Central,Banking,Electronics & Gadgets,7907
M,46-50,48,0,Uttar Pradesh,Central,Agriculture,Food,7907
F,26-35,35,1,Uttarakhand,Central,Healthcare,Electronics & Gadgets,7907
M,26-35,26,0,Madhya Pradesh,Central,Hospitality,Electronics & Gadgets,7906
F,18-25,20,0,Kerala,Southern,Automobile,Electronics & Gadgets,7905
F,36-45,40,0,Maharashtra,Western,Lawyer,Electronics & Gadgets,7905
M,26-35,28,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,7904
F,26-35,35,0,Punjab,Northern,IT Sector,Electronics & Gadgets,7904
F,55+,58,0,Kerala,Southern,Banking,Electronics & Gadgets,7903
F,51-55,51,0,Uttar Pradesh,Central,Retail,Electronics & Gadgets,7903
M,26-35,30,0,Delhi,Central,Banking,Electronics & Gadgets,7902
F,36-45,45,1,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,7902
M,51-55,54,0,Uttar Pradesh,Central,Retail,Electronics & Gadgets,7902
F,26-35,31,1,Karnataka,Southern,Healthcare,Food,7900
F,26-35,33,0,Punjab,Northern,Healthcare,Electronics & Gadgets,7900
F,26-35,26,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,7898
M,36-45,44,0,Andhra Pradesh,Southern,Construction,Electronics & Gadgets,7898
F,51-55,54,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7898
F,18-25,23,1,Himachal Pradesh,Northern,Lawyer,Electronics & Gadgets,7898
F,18-25,24,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,7898
M,18-25,22,1,Karnataka,Southern,Aviation,Electronics & Gadgets,7898
F,51-55,53,0,Punjab,Northern,Healthcare,Electronics & Gadgets,7898
F,26-35,26,1,Uttarakhand,Central,Banking,Electronics & Gadgets,7898
M,26-35,27,1,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,7897
F,55+,58,1,Himachal Pradesh,Northern,Media,Food,7897
F,26-35,29,1,Punjab,Northern,Banking,Electronics & Gadgets,7897
F,18-25,23,0,Kerala,Southern,Food Processing,Electronics & Gadgets,7896
F,55+,64,1,Kerala,Southern,Food Processing,Electronics & Gadgets,7896
F,26-35,30,1,Delhi,Central,Lawyer,Food,7895
M,26-35,26,1,Uttar Pradesh,Central,Banking,Food,7895
F,26-35,28,0,Uttar Pradesh,Central,Aviation,Decor,7895
F,51-55,53,0,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,7895
F,26-35,32,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,7894
F,26-35,32,0,Himachal Pradesh,Northern,Agriculture,Electronics & Gadgets,7894
F,36-45,36,1,Karnataka,Southern,Aviation,Books,7894
F,36-45,40,0,Madhya Pradesh,Central,Hospitality,Electronics & Gadgets,7894
M,55+,78,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7893
F,36-45,39,1,Haryana,Northern,IT Sector,Electronics & Gadgets,7893
M,26-35,33,0,Uttar Pradesh,Central,Agriculture,Electronics & Gadgets,7893
F,46-50,50,0,Delhi,Central,Healthcare,Electronics & Gadgets,7892
M,36-45,37,1,Maharashtra,Western,Healthcare,Electronics & Gadgets,7892
F,26-35,34,0,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,7892
F,36-45,44,0,Himachal Pradesh,Northern,Textile,Electronics & Gadgets,7891
F,26-35,32,0,Jharkhand,Eastern,Retail,Electronics & Gadgets,7891
F,36-45,39,0,Punjab,Northern,Retail,Electronics & Gadgets,7891
M,26-35,31,1,Delhi,Central,Aviation,Electronics & Gadgets,7890
M,46-50,49,0,Delhi,Central,Hospitality,Electronics & Gadgets,7890
M,55+,60,0,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,7890
F,18-25,18,1,Maharashtra,Western,Banking,Electronics & Gadgets,7889
F,18-25,18,0,Haryana,Northern,Media,Electronics & Gadgets,7886
F,36-45,39,1,Jharkhand,Eastern,Banking,Electronics & Gadgets,7886
F,36-45,37,0,Maharashtra,Western,Media,Electronics & Gadgets,7886
F,36-45,44,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,7885
F,18-25,22,0,Punjab,Northern,Banking,Electronics & Gadgets,7885
F,36-45,40,0,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,7884
F,26-35,30,1,Gujarat,Western,Automobile,Electronics & Gadgets,7884
M,36-45,36,0,Haryana,Northern,Aviation,Food,7884
M,18-25,23,1,Madhya Pradesh,Central,Automobile,Electronics & Gadgets,7884
F,26-35,34,0,Rajasthan,Northern,Chemical,Electronics & Gadgets,7884
F,36-45,40,0,Punjab,Northern,Banking,Electronics & Gadgets,7883
F,36-45,41,1,Uttar Pradesh,Central,Retail,Food,7883
F,18-25,24,0,Himachal Pradesh,Northern,Govt,Electronics & Gadgets,7882
M,46-50,49,0,Maharashtra,Western,Healthcare,Electronics & Gadgets,7882
F,26-35,30,1,Rajasthan,Northern,Aviation,Electronics & Gadgets,7882
F,26-35,29,0,Karnataka,Southern,Govt,Food,7880
F,18-25,23,1,Maharashtra,Western,Banking,Electronics & Gadgets,7880
F,18-25,23,1,Maharashtra,Western,Banking,Electronics & Gadgets,7880
M,18-25,22,1,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,7879
F,26-35,34,0,Uttar Pradesh,Central,Aviation,Decor,7879
F,26-35,34,0,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,7879
F,51-55,54,0,Karnataka,Southern,Media,Books,7878
F,26-35,27,0,Punjab,Northern,Banking,Electronics & Gadgets,7878
F,18-25,23,0,Karnataka,Southern,Healthcare,Food,7877
M,26-35,35,1,Uttar Pradesh,Central,IT Sector,Food,7876
F,36-45,40,0,Bihar,Eastern,Banking,Electronics & Gadgets,7875
F,26-35,32,1,Gujarat,Western,Healthcare,Electronics & Gadgets,7875
F,26-35,34,1,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,7875
F,51-55,52,1,Kerala,Southern,IT Sector,Electronics & Gadgets,7875
M,26-35,31,0,Telangana,Southern,Healthcare,Electronics & Gadgets,7875
F,51-55,52,1,Telangana,Southern,IT Sector,Electronics & Gadgets,7875
M,26-35,31,0,Uttarakhand,Central,Healthcare,Electronics & Gadgets,7875
M,18-25,20,1,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,7874
M,51-55,54,1,Delhi,Central,Aviation,Electronics & Gadgets,7874
M,26-35,35,0,Telangana,Southern,Hospitality,Electronics & Gadgets,7873
F,51-55,55,0,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,7872
F,36-45,43,0,Uttar Pradesh,Central,Healthcare,Food,7872
F,36-45,43,0,Uttarakhand,Central,IT Sector,Electronics & Gadgets,7872
F,18-25,24,1,Kerala,Southern,Food Processing,Electronics & Gadgets,7871
F,18-25,18,1,Punjab,Northern,Banking,Electronics & Gadgets,7871
F,18-25,21,1,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,7871
M,36-45,26,1,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,7870
F,26-35,27,1,Bihar,Eastern,Banking,Electronics & Gadgets,7869
F,26-35,35,0,Madhya Pradesh,Central,Food Processing,Electronics & Gadgets,7869
F,26-35,27,1,Uttarakhand,Central,Banking,Electronics & Gadgets,7869
F,26-35,32,0,Gujarat,Western,Healthcare,Electronics & Gadgets,7868
F,26-35,31,1,Punjab,Northern,Automobile,Electronics & Gadgets,7868
F,18-25,21,1,Uttarakhand,Central,IT Sector,Electronics & Gadgets,7868
M,26-35,26,0,Uttar Pradesh,Central,Banking,Electronics & Gadgets,7867
F,26-35,33,0,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,7866
F,36-45,42,0,Karnataka,Southern,Govt,Food,7866
F,26-35,30,1,Rajasthan,Northern,Automobile,Electronics & Gadgets,7866
F,26-35,26,1,Andhra Pradesh,Southern,Media,Electronics & Gadgets,7865
F,26-35,30,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,7865
F,26-35,34,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7865
F,18-25,20,0,Haryana,Northern,IT Sector,Electronics & Gadgets,7865
F,51-55,54,1,Karnataka,Southern,Food Processing,Food,7865
M,36-45,36,0,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,7865
F,46-50,49,0,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,7864
F,36-45,39,0,Himachal Pradesh,Northern,Textile,Electronics & Gadgets,7864
M,51-55,51,1,Karnataka,Southern,Automobile,Electronics & Gadgets,7864
F,26-35,34,0,Punjab,Northern,Banking,Electronics & Gadgets,7864
F,46-50,46,1,Rajasthan,Northern,Agriculture,Electronics & Gadgets,7864
M,18-25,19,0,Delhi,Central,IT Sector,Electronics & Gadgets,7863
F,26-35,26,1,Uttar Pradesh,Central,Banking,Decor,7863
M,36-45,38,0,Maharashtra,Western,Hospitality,Food,7862
M,26-35,34,1,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,7862
M,26-35,34,0,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,7861
F,46-50,50,0,Maharashtra,Western,Lawyer,Food,7861
M,26-35,34,0,Telangana,Southern,Healthcare,Electronics & Gadgets,7861
F,36-45,37,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7860
F,26-35,26,1,Himachal Pradesh,Northern,Retail,Electronics & Gadgets,7860
M,26-35,35,0,Maharashtra,Western,IT Sector,Electronics & Gadgets,7860
F,26-35,31,0,Rajasthan,Northern,IT Sector,Electronics & Gadgets,7860
M,18-25,21,1,Telangana,Southern,IT Sector,Electronics & Gadgets,7860
F,26-35,26,0,Uttar Pradesh,Central,Govt,Food,7860
M,18-25,23,1,Bihar,Eastern,Govt,Electronics & Gadgets,7858
F,46-50,50,1,Haryana,Northern,Textile,Electronics & Gadgets,7858
F,51-55,51,0,Jharkhand,Eastern,Automobile,Electronics & Gadgets,7858
F,36-45,37,0,Punjab,Northern,Construction,Electronics & Gadgets,7858
F,26-35,31,0,Kerala,Southern,Retail,Food,7857
F,26-35,33,0,Rajasthan,Northern,Banking,Electronics & Gadgets,7857
M,55+,76,1,Bihar,Eastern,Food Processing,Electronics & Gadgets,7856
M,26-35,27,0,Haryana,Northern,Banking,Electronics & Gadgets,7856
M,18-25,22,0,Maharashtra,Western,Food Processing,Electronics & Gadgets,7856
M,18-25,23,0,Rajasthan,Northern,Textile,Electronics & Gadgets,7856
F,26-35,28,0,Rajasthan,Northern,Retail,Electronics & Gadgets,7856
F,26-35,28,0,Rajasthan,Northern,Retail,Electronics & Gadgets,7856
F,18-25,22,1,Uttar Pradesh,Central,Lawyer,Electronics & Gadgets,7856
F,36-45,45,0,Uttar Pradesh,Central,Agriculture,Food,7856
F,55+,86,0,Kerala,Southern,Food Processing,Electronics & Gadgets,7855
F,26-35,32,0,Punjab,Northern,Automobile,Electronics & Gadgets,7855
F,18-25,24,1,Uttar Pradesh,Central,Govt,Food,7855
F,26-35,28,1,Uttarakhand,Central,Chemical,Electronics & Gadgets,7855
F,26-35,32,0,Haryana,Northern,Aviation,Food,7854
F,26-35,28,1,Kerala,Southern,Automobile,Electronics & Gadgets,7854
F,26-35,26,1,Rajasthan,Northern,IT Sector,Electronics & Gadgets,7854
F,36-45,40,1,Bihar,Eastern,Hospitality,Electronics & Gadgets,7853
F,26-35,27,1,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,7853
F,26-35,30,1,Kerala,Southern,Aviation,Electronics & Gadgets,7852
M,26-35,33,0,Madhya Pradesh,Central,Textile,Electronics & Gadgets,7852
F,51-55,53,0,Himachal Pradesh,Northern,Govt,Electronics & Gadgets,7851
M,26-35,27,0,Jharkhand,Eastern,Aviation,Electronics & Gadgets,7851
M,26-35,35,0,Karnataka,Southern,Healthcare,Electronics & Gadgets,7851
F,0-17,13,0,Kerala,Southern,Chemical,Electronics & Gadgets,7851
F,26-35,30,0,Maharashtra,Western,Govt,Electronics & Gadgets,7851
F,26-35,28,0,Uttar Pradesh,Central,Healthcare,Food,7850
F,46-50,49,0,Delhi,Central,Chemical,Food,7849
F,18-25,19,1,Maharashtra,Western,Lawyer,Food,7849
F,26-35,27,0,Maharashtra,Western,Govt,Food,7849
M,26-35,31,0,Haryana,Northern,Aviation,Electronics & Gadgets,7848
F,46-50,50,0,Himachal Pradesh,Northern,Construction,Electronics & Gadgets,7847
M,26-35,33,1,Jharkhand,Eastern,Food Processing,Electronics & Gadgets,7847
F,26-35,30,1,Kerala,Southern,Healthcare,Electronics & Gadgets,7847
F,36-45,45,0,Maharashtra,Western,Retail,Electronics & Gadgets,7847
M,26-35,33,1,Telangana,Southern,Food Processing,Electronics & Gadgets,7847
M,26-35,30,0,Uttar Pradesh,Central,Hospitality,Food,7847
F,26-35,35,0,Himachal Pradesh,Northern,Construction,Electronics & Gadgets,7846
F,26-35,29,0,Jharkhand,Eastern,Food Processing,Electronics & Gadgets,7846
F,26-35,34,0,Maharashtra,Western,Healthcare,Food,7846
F,26-35,26,0,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,7845
F,51-55,55,0,Maharashtra,Western,Healthcare,Electronics & Gadgets,7845
F,36-45,41,0,Andhra Pradesh,Southern,Textile,Electronics & Gadgets,7844
F,26-35,30,0,Haryana,Northern,Media,Electronics & Gadgets,7844
F,18-25,24,1,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,7843
F,36-45,39,1,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,7843
F,36-45,41,0,Jharkhand,Eastern,Agriculture,Electronics & Gadgets,7843
F,18-25,22,0,Rajasthan,Northern,Food Processing,Electronics & Gadgets,7843
F,18-25,24,1,Telangana,Southern,Aviation,Electronics & Gadgets,7843
F,36-45,45,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,7842
F,36-45,41,0,Delhi,Central,Lawyer,Electronics & Gadgets,7842
F,26-35,31,0,Haryana,Northern,Chemical,Food,7842
F,51-55,51,0,Kerala,Southern,Media,Electronics & Gadgets,7842
M,26-35,30,0,Maharashtra,Western,Lawyer,Books,7842
F,36-45,36,0,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,7841
M,46-50,50,0,Gujarat,Western,Healthcare,Electronics & Gadgets,7840
F,26-35,26,0,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,7840
M,26-35,26,0,Maharashtra,Western,Govt,Electronics & Gadgets,7840
F,26-35,35,0,Rajasthan,Northern,Healthcare,Electronics & Gadgets,7840
F,18-25,20,0,Uttar Pradesh,Central,Lawyer,Food,7840
F,26-35,31,1,Bihar,Eastern,IT Sector,Electronics & Gadgets,7839
M,36-45,36,1,Delhi,Central,IT Sector,Electronics & Gadgets,7839
F,46-50,47,0,Gujarat,Western,Banking,Electronics & Gadgets,7838
F,18-25,20,0,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,7838
M,18-25,22,0,Karnataka,Southern,Healthcare,Electronics & Gadgets,7837
F,36-45,44,0,Uttar Pradesh,Central,Food Processing,Electronics & Gadgets,7837
F,18-25,20,0,Bihar,Eastern,Automobile,Electronics & Gadgets,7835
F,26-35,26,1,Kerala,Southern,Aviation,Electronics & Gadgets,7835
M,26-35,34,0,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,7834
F,36-45,43,0,Maharashtra,Western,Chemical,Electronics & Gadgets,7834
F,51-55,55,0,Jharkhand,Eastern,Aviation,Electronics & Gadgets,7832
F,18-25,20,1,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,7831
F,26-35,31,1,Maharashtra,Western,Media,Electronics & Gadgets,7831
M,36-45,37,0,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,7830
F,51-55,51,0,Andhra Pradesh,Southern,Textile,Electronics & Gadgets,7830
F,26-35,31,1,Jharkhand,Eastern,Textile,Electronics & Gadgets,7830
F,36-45,42,0,Maharashtra,Western,IT Sector,Electronics & Gadgets,7830
M,36-45,41,1,Karnataka,Southern,Govt,Electronics & Gadgets,7829
F,0-17,17,0,Maharashtra,Western,Banking,Electronics & Gadgets,7829
F,26-35,34,1,Gujarat,Western,Banking,Electronics & Gadgets,7828
M,51-55,54,1,Himachal Pradesh,Northern,Construction,Electronics & Gadgets,7828
M,26-35,32,1,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,7828
F,51-55,55,1,Maharashtra,Western,IT Sector,Electronics & Gadgets,7828
F,55+,66,1,Rajasthan,Northern,Food Processing,Electronics & Gadgets,7828
F,18-25,25,1,Uttar Pradesh,Central,Chemical,Electronics & Gadgets,7828
M,51-55,55,0,Jharkhand,Eastern,Banking,Food,7827
M,36-45,38,0,Madhya Pradesh,Central,Media,Electronics & Gadgets,7827
M,36-45,41,0,Jharkhand,Eastern,Agriculture,Electronics & Gadgets,7826
M,26-35,33,0,Punjab,Northern,Chemical,Electronics & Gadgets,7826
F,46-50,48,1,Andhra Pradesh,Southern,Automobile,Electronics & Gadgets,7825
F,18-25,20,0,Madhya Pradesh,Central,Construction,Electronics & Gadgets,7825
F,46-50,48,1,Madhya Pradesh,Central,Automobile,Electronics & Gadgets,7825
F,51-55,53,1,Rajasthan,Northern,Aviation,Electronics & Gadgets,7825
F,18-25,24,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,7824
F,18-25,21,1,Haryana,Northern,Govt,Electronics & Gadgets,7824
F,26-35,28,1,Bihar,Eastern,IT Sector,Electronics & Gadgets,7823
F,26-35,32,0,Jharkhand,Eastern,Healthcare,Electronics & Gadgets,7823
F,46-50,49,0,Jharkhand,Eastern,Govt,Electronics & Gadgets,7823
F,46-50,48,0,Madhya Pradesh,Central,Textile,Electronics & Gadgets,7823
M,0-17,16,1,Bihar,Eastern,Media,Food,7822
F,36-45,37,0,Uttar Pradesh,Central,Healthcare,Decor,7822
M,26-35,35,0,Maharashtra,Western,Chemical,Decor,7821
F,36-45,40,0,Maharashtra,Western,Aviation,Food,7821
F,46-50,46,1,Maharashtra,Western,IT Sector,Decor,7820
M,36-45,36,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,7820
M,26-35,26,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7819
M,18-25,23,0,Karnataka,Southern,Banking,Electronics & Gadgets,7819
F,18-25,18,1,Uttar Pradesh,Central,Food Processing,Food,7818
F,26-35,30,1,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,7818
F,55+,68,0,Bihar,Eastern,IT Sector,Electronics & Gadgets,7817
M,26-35,29,1,Bihar,Eastern,Agriculture,Electronics & Gadgets,7816
M,26-35,29,1,Gujarat,Western,Agriculture,Electronics & Gadgets,7816
M,18-25,24,1,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,7816
F,18-25,23,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7815
M,26-35,30,1,Madhya Pradesh,Central,Textile,Electronics & Gadgets,7815
M,26-35,31,0,Gujarat,Western,Healthcare,Electronics & Gadgets,7814
M,26-35,28,0,Maharashtra,Western,Automobile,Electronics & Gadgets,7814
F,36-45,40,1,Madhya Pradesh,Central,Govt,Food,7813
M,46-50,47,0,Uttar Pradesh,Central,Hospitality,Food,7813
F,26-35,31,1,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,7812
M,51-55,51,1,Karnataka,Southern,Chemical,Electronics & Gadgets,7812
F,26-35,31,0,Haryana,Northern,Aviation,Food,7811
M,26-35,32,0,Gujarat,Western,Healthcare,Electronics & Gadgets,7810
F,26-35,30,1,Maharashtra,Western,Banking,Decor,7809
M,26-35,33,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,7809
F,0-17,16,0,Jharkhand,Eastern,Construction,Electronics & Gadgets,7808
F,26-35,28,0,Uttar Pradesh,Central,Hospitality,Decor,7808
F,26-35,28,1,Uttar Pradesh,Central,Banking,Electronics & Gadgets,7808
F,26-35,31,0,Maharashtra,Western,Chemical,Food,7807
F,46-50,46,0,Haryana,Northern,Food Processing,Electronics & Gadgets,7806
F,46-50,49,0,Uttar Pradesh,Central,IT Sector,Decor,7806
M,55+,69,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,7805
F,26-35,31,0,Bihar,Eastern,Banking,Electronics & Gadgets,7805
M,36-45,36,0,Delhi,Central,Automobile,Electronics & Gadgets,7805
M,18-25,25,1,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,7803
M,26-35,32,1,Karnataka,Southern,Banking,Electronics & Gadgets,7803
F,26-35,35,0,Rajasthan,Northern,IT Sector,Electronics & Gadgets,7803
M,26-35,31,1,Andhra Pradesh,Southern,Construction,Electronics & Gadgets,7802
M,51-55,53,0,Maharashtra,Western,Banking,Electronics & Gadgets,7802
M,46-50,50,0,Uttar Pradesh,Central,Media,Electronics & Gadgets,7802
M,46-50,48,1,Karnataka,Southern,Hospitality,Electronics & Gadgets,7801
F,0-17,12,0,Rajasthan,Northern,Govt,Electronics & Gadgets,7801
F,51-55,55,1,Rajasthan,Northern,Automobile,Food,7801
F,36-45,45,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,7800
F,36-45,45,1,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,7800
M,51-55,55,1,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,7800
F,46-50,48,1,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,7800
F,26-35,34,1,Maharashtra,Western,Hospitality,Electronics & Gadgets,7800
F,26-35,29,0,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,7800
F,18-25,20,1,Madhya Pradesh,Central,Textile,Electronics & Gadgets,7799
F,55+,59,1,Bihar,Eastern,Automobile,Electronics & Gadgets,7798
F,26-35,26,1,Maharashtra,Western,Food Processing,Decor,7798
F,26-35,35,0,Maharashtra,Western,Banking,Food,7798
F,36-45,45,0,Uttar Pradesh,Central,Construction,Electronics & Gadgets,7798
M,26-35,30,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,7797
M,51-55,51,0,Jharkhand,Eastern,Healthcare,Electronics & Gadgets,7797
F,26-35,32,0,Gujarat,Western,Media,Electronics & Gadgets,7796
F,36-45,43,1,Gujarat,Western,Food Processing,Electronics & Gadgets,7796
F,18-25,24,0,Jharkhand,Eastern,Banking,Electronics & Gadgets,7796
F,36-45,43,1,Kerala,Southern,Food Processing,Electronics & Gadgets,7796
F,36-45,42,1,Uttar Pradesh,Central,Govt,Electronics & Gadgets,7796
M,36-45,43,1,Delhi,Central,Healthcare,Electronics & Gadgets,7795
F,18-25,19,0,Karnataka,Southern,IT Sector,Electronics & Gadgets,7795
M,26-35,31,1,Karnataka,Southern,Aviation,Electronics & Gadgets,7795
F,0-17,16,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,7794
F,26-35,34,0,Madhya Pradesh,Central,IT Sector,Food,7794
